date_start,date_stop,spend,impressions,reach,frequency,cpm,clicks,cpc,ctr,inline_link_clicks,inline_link_click_ctr,publisher_platform,platform_position,purchases,purchase_value,checkouts_initiated,purchase_roas,cpa,cvr
2026-01-17,2026-01-17,0.0,1,1,1.0,0.0,0,,0.0,0,,threads,threads_feed,,,,,,
2026-01-17,2026-01-17,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-18,2026-01-18,2.440333,198,59,3.355932,12.324914,13,0.187718,6.565657,14,7.070707,audience_network,an_classic,,,,,,
2026-01-18,2026-01-18,1.350184,16,16,1.0,84.386511,1,1.350184,6.25,1,6.25,facebook,facebook_notification,,,,,,
2026-01-18,2026-01-18,0.600082,49,49,1.0,12.246569,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-18,2026-01-18,29.10397,1316,1088,1.209559,22.115479,61,0.477114,4.635258,57,4.331307,facebook,facebook_reels,1.0,59.9,,2.058138,29.10397,0.017543859649122806
2026-01-18,2026-01-18,1.940265,807,530,1.522642,2.404293,6,0.323377,0.743494,6,0.743494,facebook,facebook_reels_overlay,,,,,,
2026-01-18,2026-01-18,5.710779,123,113,1.088496,46.429098,5,1.142156,4.065041,5,4.065041,facebook,facebook_stories,,,,,,
2026-01-18,2026-01-18,778.456192,44463,36843,1.206824,17.507955,1393,0.558834,3.132942,1073,2.413242,facebook,feed,21.0,776.48,,0.997461,37.06934247619048,0.0195712954333644
2026-01-18,2026-01-18,0.650089,151,119,1.268908,4.305223,1,0.650089,0.662252,1,0.662252,facebook,instream_video,,,,,,
2026-01-18,2026-01-18,3.640497,389,317,1.227129,9.358603,4,0.910124,1.028278,4,1.028278,facebook,marketplace,,,,,,
2026-01-18,2026-01-18,1.850252,984,210,4.685714,1.880338,0,,0.0,0,,facebook,right_hand_column,,,,,,
2026-01-18,2026-01-18,5.730782,473,451,1.04878,12.115818,13,0.440829,2.748414,13,2.748414,facebook,search,,,,,,
2026-01-18,2026-01-18,35.274812,900,811,1.109741,39.194236,43,0.820344,4.777778,43,4.777778,instagram,feed,2.0,47.92,,1.358476,17.637406,0.046511627906976744
2026-01-18,2026-01-18,0.040005,1,1,1.0,40.005457,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-18,2026-01-18,5.330727,173,149,1.161074,30.813452,11,0.484612,6.358382,10,5.780347,instagram,instagram_reels,,,,,,
2026-01-18,2026-01-18,0.0,1,1,1.0,0.0,0,,0.0,0,,instagram,instagram_search,,,,,,
2026-01-18,2026-01-18,7.561031,222,187,1.187166,34.0587,11,0.687366,4.954955,11,4.954955,instagram,instagram_stories,,,,,,
2026-01-18,2026-01-18,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-19,2026-01-19,4.670512,285,74,3.851351,16.38776,36,0.129736,12.631579,39,13.684211,audience_network,an_classic,,,,,,
2026-01-19,2026-01-19,2.790306,27,27,1.0,103.344655,5,0.558061,18.518519,5,18.518519,facebook,facebook_notification,,,,,,
2026-01-19,2026-01-19,0.530058,43,43,1.0,12.326932,4,0.132515,9.302326,3,6.976744,facebook,facebook_profile_feed,,,,,,
2026-01-19,2026-01-19,29.773262,1323,1038,1.274566,22.504355,52,0.572563,3.930461,46,3.476946,facebook,facebook_reels,1.0,71.88,,2.414247,29.773262,0.021739130434782608
2026-01-19,2026-01-19,2.670293,1108,693,1.598846,2.410011,2,1.335146,0.180505,2,0.180505,facebook,facebook_reels_overlay,1.0,23.96,,8.9728,2.670293,0.5
2026-01-19,2026-01-19,5.090558,96,91,1.054945,53.026642,6,0.848426,6.25,6,6.25,facebook,facebook_stories,,,,,,
2026-01-19,2026-01-19,625.138483,35908,29981,1.197692,17.409449,1156,0.540777,3.219338,873,2.431213,facebook,feed,24.0,1092.8,,1.748093,26.047436791666666,0.027491408934707903
2026-01-19,2026-01-19,0.980107,230,179,1.284916,4.261336,0,,0.0,0,,facebook,instream_video,,,,,,
2026-01-19,2026-01-19,3.620397,334,242,1.380165,10.839511,2,1.810198,0.598802,1,0.299401,facebook,marketplace,,,,,,
2026-01-19,2026-01-19,1.670183,1148,271,4.236162,1.454863,1,1.670183,0.087108,1,0.087108,facebook,right_hand_column,,,,,,
2026-01-19,2026-01-19,9.22101,320,298,1.073826,28.815657,12,0.768418,3.75,12,3.75,facebook,search,,,,,,
2026-01-19,2026-01-19,27.693034,732,649,1.127889,37.832013,37,0.74846,5.054645,37,5.054645,instagram,feed,1.0,97.98,,3.538074,27.693034,0.02702702702702703
2026-01-19,2026-01-19,0.020002,2,2,1.0,10.001096,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-19,2026-01-19,8.780962,210,181,1.160221,41.814104,15,0.585397,7.142857,15,7.142857,instagram,instagram_reels,,,,,,
2026-01-19,2026-01-19,7.620835,217,187,1.160428,35.119055,7,1.088691,3.225806,7,3.225806,instagram,instagram_stories,,,,,,
2026-01-19,2026-01-19,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-20,2026-01-20,2.44,315,63,5.0,7.746032,20,0.122,6.349206,20,6.349206,audience_network,an_classic,,,,,,
2026-01-20,2026-01-20,2.61,32,32,1.0,81.5625,0,,0.0,0,,facebook,facebook_notification,,,,,,
2026-01-20,2026-01-20,0.31,32,32,1.0,9.6875,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-20,2026-01-20,23.06,1090,900,1.211111,21.155963,59,0.390847,5.412844,49,4.495413,facebook,facebook_reels,2.0,53.91,,2.337814,11.53,0.04081632653061224
2026-01-20,2026-01-20,2.88,1193,763,1.563565,2.414082,3,0.96,0.251467,3,0.251467,facebook,facebook_reels_overlay,,,,,,
2026-01-20,2026-01-20,4.61,56,49,1.142857,82.321429,3,1.536667,5.357143,3,5.357143,facebook,facebook_stories,,,,,,
2026-01-20,2026-01-20,630.44,36859,31102,1.185101,17.104099,921,0.684517,2.498711,693,1.880138,facebook,feed,18.0,675.28,,1.071125,35.02444444444445,0.025974025974025976
2026-01-20,2026-01-20,1.04,216,168,1.285714,4.814815,0,,0.0,0,,facebook,instream_video,,,,,,
2026-01-20,2026-01-20,3.26,344,255,1.34902,9.476744,1,3.26,0.290698,1,0.290698,facebook,marketplace,,,,,,
2026-01-20,2026-01-20,2.22,1458,341,4.27566,1.522634,1,2.22,0.068587,1,0.068587,facebook,right_hand_column,,,,,,
2026-01-20,2026-01-20,7.47,257,242,1.061983,29.066148,13,0.574615,5.058366,14,5.447471,facebook,search,,,,,,
2026-01-20,2026-01-20,20.64,589,529,1.113422,35.042445,20,1.032,3.395586,22,3.735144,instagram,feed,1.0,23.96,,1.160853,20.64,0.045454545454545456
2026-01-20,2026-01-20,0.01,2,1,2.0,5.0,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-20,2026-01-20,6.95,203,178,1.140449,34.236453,10,0.695,4.926108,8,3.940887,instagram,instagram_reels,,,,,,
2026-01-20,2026-01-20,3.32,129,109,1.183486,25.736434,4,0.83,3.100775,4,3.100775,instagram,instagram_stories,,,,,,
2026-01-21,2026-01-21,3.278544,219,72,3.041667,14.970521,36,0.091071,16.438356,39,17.808219,audience_network,an_classic,,,,,,
2026-01-21,2026-01-21,1.039538,17,17,1.0,61.149315,1,1.039538,5.882353,1,5.882353,facebook,facebook_notification,,,,,,
2026-01-21,2026-01-21,0.469791,42,39,1.076923,11.185509,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-21,2026-01-21,19.941144,974,809,1.203956,20.473454,51,0.391003,5.23614,37,3.798768,facebook,facebook_reels,1.0,19.99,,1.00245,19.941144,0.02702702702702703
2026-01-21,2026-01-21,2.378944,1075,697,1.542324,2.212971,2,1.189472,0.186047,2,0.186047,facebook,facebook_reels_overlay,,,,,,
2026-01-21,2026-01-21,5.277656,66,57,1.157895,79.964488,5,1.055531,7.575758,5,7.575758,facebook,facebook_stories,,,,,,
2026-01-21,2026-01-21,668.303212,34945,28662,1.21921,19.12443,1027,0.650733,2.938904,770,2.203463,facebook,feed,17.0,459.41,,0.687427,39.31195364705883,0.02207792207792208
2026-01-21,2026-01-21,0.799645,162,131,1.236641,4.93608,0,,0.0,0,,facebook,instream_video,,,,,,
2026-01-21,2026-01-21,2.468904,220,168,1.309524,11.222289,1,2.468904,0.454545,1,0.454545,facebook,marketplace,,,,,,
2026-01-21,2026-01-21,1.059529,1074,269,3.992565,0.986527,1,1.059529,0.09311,1,0.09311,facebook,right_hand_column,,,,,,
2026-01-21,2026-01-21,3.908264,290,283,1.024735,13.476774,3,1.302755,1.034483,3,1.034483,facebook,search,,,,,,
2026-01-21,2026-01-21,23.159715,640,572,1.118881,36.187055,12,1.929976,1.875,10,1.5625,instagram,feed,,,,,,
2026-01-21,2026-01-21,0.0,1,1,1.0,0.0,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-21,2026-01-21,6.816973,194,161,1.204969,35.139034,6,1.136162,3.092784,6,3.092784,instagram,instagram_reels,,,,,,
2026-01-21,2026-01-21,4.18814,133,111,1.198198,31.489775,7,0.598306,5.263158,7,5.263158,instagram,instagram_stories,,,,,,
2026-01-21,2026-01-21,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-22,2026-01-22,4.289082,187,80,2.3375,22.936268,21,0.204242,11.229947,22,11.764706,audience_network,an_classic,1.0,107.82,,25.138246,4.289082,0.045454545454545456
2026-01-22,2026-01-22,0.499893,18,18,1.0,27.771834,3,0.166631,16.666667,3,16.666667,facebook,facebook_notification,,,,,,
2026-01-22,2026-01-22,0.83982,35,34,1.029412,23.994865,1,0.83982,2.857143,1,2.857143,facebook,facebook_profile_feed,,,,,,
2026-01-22,2026-01-22,22.995079,1245,1010,1.232673,18.469943,45,0.511002,3.614458,40,3.212851,facebook,facebook_reels,1.0,313.78,,13.645528,22.995079,0.025
2026-01-22,2026-01-22,2.829394,1187,751,1.580559,2.383652,1,2.829394,0.084246,1,0.084246,facebook,facebook_reels_overlay,1.0,,,,2.829394,1.0
2026-01-22,2026-01-22,5.078913,70,64,1.09375,72.555901,7,0.725559,10.0,7,10.0,facebook,facebook_stories,,,,,,
2026-01-22,2026-01-22,715.8668,39394,32974,1.194699,18.171975,967,0.740297,2.454689,733,1.860689,facebook,feed,24.0,844.17,,1.179228,29.827783333333333,0.03274215552523874
2026-01-22,2026-01-22,0.669857,105,90,1.166667,6.379587,3,0.223286,2.857143,4,3.809524,facebook,instream_video,,,,,,
2026-01-22,2026-01-22,2.379491,279,215,1.297674,8.528641,3,0.793164,1.075269,3,1.075269,facebook,marketplace,,,,,,
2026-01-22,2026-01-22,1.319718,965,291,3.316151,1.367583,1,1.319718,0.103627,1,0.103627,facebook,right_hand_column,,,,,,
2026-01-22,2026-01-22,4.569022,383,369,1.03794,11.929562,12,0.380752,3.133159,13,3.394256,facebook,search,,,,,,
2026-01-22,2026-01-22,19.825757,529,470,1.125532,37.477802,15,1.321717,2.835539,15,2.835539,instagram,feed,2.0,38.47,,1.940405,9.9128785,0.13333333333333333
2026-01-22,2026-01-22,0.009998,1,1,1.0,9.99786,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-22,2026-01-22,7.668359,173,142,1.21831,44.325774,10,0.766836,5.780347,10,5.780347,instagram,instagram_reels,,,,,,
2026-01-22,2026-01-22,0.069985,1,1,1.0,69.985023,0,,0.0,0,,instagram,instagram_search,,,,,,
2026-01-22,2026-01-22,5.458832,169,132,1.280303,32.30078,8,0.682354,4.733728,8,4.733728,instagram,instagram_stories,,,,,,
2026-01-22,2026-01-22,0.0,1,1,1.0,0.0,0,,0.0,0,,messenger,messenger_stories,,,,,,
2026-01-22,2026-01-22,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-23,2026-01-23,4.570209,332,100,3.32,13.765691,35,0.130577,10.542169,41,12.349398,audience_network,an_classic,,,,,,
2026-01-23,2026-01-23,1.210055,27,27,1.0,44.816868,0,,0.0,0,,facebook,facebook_notification,,,,,,
2026-01-23,2026-01-23,0.510023,52,50,1.04,9.808142,1,0.510023,1.923077,1,1.923077,facebook,facebook_profile_feed,,,,,,
2026-01-23,2026-01-23,31.971465,1631,1368,1.192251,19.60237,53,0.603235,3.24954,55,3.372164,facebook,facebook_reels,,,,,,
2026-01-23,2026-01-23,3.120143,1301,858,1.516317,2.398265,3,1.040048,0.230592,3,0.230592,facebook,facebook_reels_overlay,,,,,,
2026-01-23,2026-01-23,9.840451,159,143,1.111888,61.889628,7,1.405779,4.402516,8,5.031447,facebook,facebook_stories,,,,,,
2026-01-23,2026-01-23,1195.494777,64188,52809,1.215475,18.624895,1496,0.799128,2.330654,1148,1.788496,facebook,feed,15.0,657.67,,0.550124,79.69965180000001,0.013066202090592335
2026-01-23,2026-01-23,0.87004,139,112,1.241071,6.25928,1,0.87004,0.719424,1,0.719424,facebook,instream_video,,,,,,
2026-01-23,2026-01-23,3.530162,467,333,1.402402,7.559233,4,0.88254,0.856531,4,0.856531,facebook,marketplace,,,,,,
2026-01-23,2026-01-23,1.890087,1238,367,3.373297,1.526726,0,,0.0,0,,facebook,right_hand_column,,,,,,
2026-01-23,2026-01-23,7.690352,588,542,1.084871,13.078831,9,0.854484,1.530612,10,1.70068,facebook,search,,,,,,
2026-01-23,2026-01-23,34.611586,801,675,1.186667,43.210469,24,1.442149,2.996255,25,3.121099,instagram,feed,3.0,75.3,,2.175572,11.537195333333335,0.12
2026-01-23,2026-01-23,0.100005,2,2,1.0,50.002291,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-23,2026-01-23,6.820313,260,215,1.209302,26.231971,9,0.757813,3.461538,9,3.461538,instagram,instagram_reels,,,,,,
2026-01-23,2026-01-23,7.260333,191,169,1.130178,38.012213,1,7.260333,0.52356,1,0.52356,instagram,instagram_stories,,,,,,
2026-01-24,2026-01-24,2.340149,123,50,2.46,19.025599,12,0.195012,9.756098,14,11.382114,audience_network,an_classic,,,,,,
2026-01-24,2026-01-24,0.660042,27,27,1.0,24.445998,0,,0.0,0,,facebook,facebook_notification,,,,,,
2026-01-24,2026-01-24,0.550035,52,49,1.061224,10.577595,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-24,2026-01-24,33.542132,1800,1410,1.276596,18.634518,62,0.541002,3.444444,57,3.166667,facebook,facebook_reels,,,,,,
2026-01-24,2026-01-24,2.610166,1232,801,1.538077,2.118641,3,0.870055,0.243506,3,0.243506,facebook,facebook_reels_overlay,1.0,179.91,,68.926653,2.610166,0.3333333333333333
2026-01-24,2026-01-24,8.270526,128,119,1.07563,64.613482,6,1.378421,4.6875,6,4.6875,facebook,facebook_stories,,,,,,
2026-01-24,2026-01-24,1005.283895,50747,41793,1.214246,19.809721,1382,0.727412,2.723314,1081,2.130175,facebook,feed,25.0,822.73,,0.818406,40.2113558,0.02312673450508788
2026-01-24,2026-01-24,0.810051,128,101,1.267327,6.328527,1,0.810051,0.78125,1,0.78125,facebook,instream_video,,,,,,
2026-01-24,2026-01-24,2.780177,358,263,1.361217,7.765857,6,0.463363,1.675978,6,1.675978,facebook,marketplace,,,,,,
2026-01-24,2026-01-24,0.830053,888,228,3.894737,0.934744,1,0.830053,0.112613,1,0.112613,facebook,right_hand_column,,,,,,
2026-01-24,2026-01-24,7.070449,425,395,1.075949,16.636352,16,0.441903,3.764706,14,3.294118,facebook,search,1.0,23.96,,3.388752,7.070449,0.07142857142857142
2026-01-24,2026-01-24,23.561498,656,568,1.15493,35.916917,29,0.812465,4.420732,30,4.573171,instagram,feed,1.0,35.94,,1.52537,23.561498,0.03333333333333333
2026-01-24,2026-01-24,7.030447,262,227,1.154185,26.833767,9,0.781161,3.435115,9,3.435115,instagram,instagram_reels,,,,,,
2026-01-24,2026-01-24,6.000381,184,155,1.187097,32.610768,10,0.600038,5.434783,10,5.434783,instagram,instagram_stories,,,,,,
2026-01-24,2026-01-24,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-25,2026-01-25,4.710294,275,105,2.619048,17.12834,38,0.123955,13.818182,46,16.727273,audience_network,an_classic,1.0,11.98,,2.543366,4.710294,0.021739130434782608
2026-01-25,2026-01-25,1.230077,59,59,1.0,20.848757,2,0.615038,3.389831,2,3.389831,facebook,facebook_notification,,,,,,
2026-01-25,2026-01-25,0.870054,80,77,1.038961,10.875678,2,0.435027,2.5,1,1.25,facebook,facebook_profile_feed,,,,,,
2026-01-25,2026-01-25,47.212942,2964,2427,1.221261,15.928793,94,0.502265,3.17139,83,2.80027,facebook,facebook_reels,4.0,123.22,,2.609878,11.8032355,0.04819277108433735
2026-01-25,2026-01-25,4.390274,2095,1266,1.654818,2.095596,6,0.731712,0.286396,6,0.286396,facebook,facebook_reels_overlay,,,,,,
2026-01-25,2026-01-25,8.66054,212,192,1.104167,40.851602,8,1.082567,3.773585,8,3.773585,facebook,facebook_stories,1.0,17.97,,2.074928,8.66054,0.125
2026-01-25,2026-01-25,1755.709412,138247,115978,1.192011,12.699801,3047,0.576209,2.204026,2305,1.667306,facebook,feed,41.0,1424.71,2.0,0.811473,42.822180780487805,0.017787418655097614
2026-01-25,2026-01-25,1.110069,159,136,1.169118,6.981567,1,1.110069,0.628931,1,0.628931,facebook,instream_video,,,,,,
2026-01-25,2026-01-25,5.320332,568,434,1.308756,9.366781,8,0.665041,1.408451,8,1.408451,facebook,marketplace,1.0,27.96,,5.255312,5.320332,0.125
2026-01-25,2026-01-25,1.570098,1350,354,3.813559,1.163035,2,0.785049,0.148148,2,0.148148,facebook,right_hand_column,,,,,,
2026-01-25,2026-01-25,8.960558,647,589,1.098472,13.849395,14,0.64004,2.163833,15,2.318393,facebook,search,,,,,,
2026-01-25,2026-01-25,55.493458,1657,1406,1.178521,33.490319,66,0.84081,3.983102,63,3.802052,instagram,feed,2.0,47.92,,0.863525,27.746729,0.031746031746031744
2026-01-25,2026-01-25,13.830862,473,406,1.165025,29.240723,20,0.691543,4.22833,19,4.016913,instagram,instagram_reels,1.0,27.96,,2.021566,13.830862,0.05263157894736842
2026-01-25,2026-01-25,16.551031,496,428,1.158879,33.369015,17,0.97359,3.427419,16,3.225806,instagram,instagram_stories,1.0,17.97,,1.085733,16.551031,0.0625
2026-01-26,2026-01-26,8.2303,463,144,3.215278,17.776027,55,0.149642,11.87905,62,13.390929,audience_network,an_classic,1.0,50.67,,6.156519,8.2303,0.016129032258064516
2026-01-26,2026-01-26,1.120041,52,52,1.0,21.539248,4,0.28001,7.692308,4,7.692308,facebook,facebook_notification,,,,,,
2026-01-26,2026-01-26,0.690025,74,70,1.057143,9.324665,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-26,2026-01-26,30.921128,2571,2137,1.203088,12.026888,39,0.792849,1.516919,38,1.478024,facebook,facebook_reels,,,,,,
2026-01-26,2026-01-26,4.730173,2184,1428,1.529412,2.16583,6,0.788362,0.274725,6,0.274725,facebook,facebook_reels_overlay,,,,,,
2026-01-26,2026-01-26,8.020293,155,139,1.115108,51.743824,6,1.336715,3.870968,5,3.225806,facebook,facebook_stories,,,,,,
2026-01-26,2026-01-26,1252.975725,85677,73150,1.171251,14.624412,1885,0.664709,2.200124,1424,1.662056,facebook,feed,36.0,1270.03,6.0,1.013611,34.80488125,0.025280898876404494
2026-01-26,2026-01-26,1.230045,300,229,1.310044,4.10015,2,0.615022,0.666667,2,0.666667,facebook,instream_video,,,,,,
2026-01-26,2026-01-26,5.260192,520,361,1.440443,10.115754,2,2.630096,0.384615,2,0.384615,facebook,marketplace,,,,,,
2026-01-26,2026-01-26,2.19008,1556,401,3.880299,1.407506,0,,0.0,0,,facebook,right_hand_column,,,,,,
2026-01-26,2026-01-26,5.010183,442,413,1.070218,11.335255,7,0.71574,1.58371,7,1.58371,facebook,search,,,,,,
2026-01-26,2026-01-26,33.561225,1017,875,1.162286,33.000221,41,0.818566,4.031465,40,3.933137,instagram,feed,1.0,23.96,,0.713919,33.561225,0.025
2026-01-26,2026-01-26,9.070331,274,230,1.191304,33.103398,13,0.697718,4.744526,13,4.744526,instagram,instagram_reels,,,,,,
2026-01-26,2026-01-26,7.110259,224,182,1.230769,31.74223,8,0.888782,3.571429,8,3.571429,instagram,instagram_stories,1.0,23.96,,3.369779,7.110259,0.125
2026-01-26,2026-01-26,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-27,2026-01-27,14.43211,750,216,3.472222,19.242814,147,0.098178,19.6,172,22.933333,audience_network,an_classic,1.0,,,,14.43211,0.005813953488372093
2026-01-27,2026-01-27,1.950285,39,39,1.0,50.007312,3,0.650095,7.692308,3,7.692308,facebook,facebook_notification,,,,,,
2026-01-27,2026-01-27,1.120164,78,73,1.068493,14.361074,1,1.120164,1.282051,1,1.282051,facebook,facebook_profile_feed,,,,,,
2026-01-27,2026-01-27,41.746104,3147,2615,1.203442,13.265365,47,0.888215,1.493486,37,1.175723,facebook,facebook_reels,2.0,29.95,,0.717432,20.873052,0.05405405405405406
2026-01-27,2026-01-27,6.130896,2539,1606,1.580946,2.414689,4,1.532724,0.157542,4,0.157542,facebook,facebook_reels_overlay,,,,,,
2026-01-27,2026-01-27,11.791724,230,200,1.15,51.268366,10,1.179172,4.347826,11,4.782609,facebook,facebook_stories,,,,,,
2026-01-27,2026-01-27,2111.048665,148441,125951,1.178562,14.221466,2507,0.842062,1.688886,1817,1.224055,facebook,feed,31.0,833.72,3.0,0.394932,68.09834403225805,0.0170610897083104
2026-01-27,2026-01-27,5.980874,421,329,1.279635,14.206353,6,0.996812,1.425178,5,1.187648,facebook,instream_video,,,,,,
2026-01-27,2026-01-27,6.250914,750,522,1.436782,8.334552,4,1.562728,0.533333,3,0.4,facebook,marketplace,,,,,,
2026-01-27,2026-01-27,3.28048,2574,686,3.752187,1.274468,3,1.093493,0.11655,3,0.11655,facebook,right_hand_column,1.0,23.96,,7.30381,3.28048,0.3333333333333333
2026-01-27,2026-01-27,11.311654,654,611,1.070376,17.296107,13,0.870127,1.987768,14,2.140673,facebook,search,,,,,,
2026-01-27,2026-01-27,79.511626,1982,1691,1.172088,40.116865,41,1.939308,2.068618,39,1.967709,instagram,feed,1.0,5.99,,0.075335,79.511626,0.02564102564102564
2026-01-27,2026-01-27,0.020003,2,2,1.0,10.001462,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-27,2026-01-27,17.392543,493,411,1.199513,35.278992,17,1.023091,3.448276,15,3.042596,instagram,instagram_reels,1.0,47.92,,2.755204,17.392543,0.06666666666666667
2026-01-27,2026-01-27,13.391958,397,322,1.232919,33.732892,5,2.678392,1.259446,5,1.259446,instagram,instagram_stories,,,,,,
2026-01-27,2026-01-27,0.0,1,1,1.0,0.0,0,,0.0,0,,messenger,messenger_stories,,,,,,
2026-01-27,2026-01-27,0.0,1,1,1.0,0.0,0,,0.0,0,,threads,threads_feed,,,,,,
2026-01-27,2026-01-27,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-28,2026-01-28,13.220061,593,162,3.660494,22.293526,105,0.125905,17.706577,121,20.404722,audience_network,an_classic,,,,,,
2026-01-28,2026-01-28,0.520002,19,9,2.111111,27.368547,4,0.130001,21.052632,4,21.052632,audience_network,rewarded_video,,,,,,
2026-01-28,2026-01-28,2.300011,52,52,1.0,44.230973,5,0.460002,9.615385,5,9.615385,facebook,facebook_notification,,,,,,
2026-01-28,2026-01-28,0.910004,70,68,1.029412,13.00006,0,,0.0,0,,facebook,facebook_profile_feed,,,,,,
2026-01-28,2026-01-28,48.050221,2204,1751,1.258709,21.801371,63,0.762702,2.858439,57,2.586207,facebook,facebook_reels,1.0,34.95,,0.727364,48.050221,0.017543859649122806
2026-01-28,2026-01-28,4.720022,1883,1286,1.46423,2.50665,3,1.573341,0.15932,3,0.15932,facebook,facebook_reels_overlay,2.0,,,,2.360011,0.6666666666666666
2026-01-28,2026-01-28,12.800059,232,206,1.126214,55.172668,9,1.422229,3.87931,9,3.87931,facebook,facebook_stories,1.0,23.96,,1.871866,12.800059,0.1111111111111111
2026-01-28,2026-01-28,1972.619091,109986,93814,1.172384,17.935183,2059,0.958047,1.872056,1485,1.350172,facebook,feed,32.0,968.08,1.0,0.490759,61.64434659375,0.02154882154882155
2026-01-28,2026-01-28,4.33002,387,316,1.224684,11.188682,4,1.082505,1.033592,3,0.775194,facebook,instream_video,,,,,,
2026-01-28,2026-01-28,7.290034,678,512,1.324219,10.752262,6,1.215006,0.884956,6,0.884956,facebook,marketplace,,,,,,
2026-01-28,2026-01-28,3.470016,2211,623,3.548957,1.569433,2,1.735008,0.090457,2,0.090457,facebook,right_hand_column,,,,,,
2026-01-28,2026-01-28,7.350034,595,542,1.097786,12.352998,8,0.918754,1.344538,9,1.512605,facebook,search,,,,,,
2026-01-28,2026-01-28,68.310315,1496,1309,1.142857,45.661975,51,1.339418,3.409091,47,3.141711,instagram,feed,1.0,23.96,,0.350752,68.310315,0.02127659574468085
2026-01-28,2026-01-28,0.05,2,2,1.0,25.000115,0,,0.0,0,,instagram,instagram_explore,,,,,,
2026-01-28,2026-01-28,12.330057,421,362,1.162983,29.287546,16,0.770629,3.800475,16,3.800475,instagram,instagram_reels,,,,,,
2026-01-28,2026-01-28,11.590053,288,238,1.210084,40.243241,10,1.159005,3.472222,10,3.472222,instagram,instagram_stories,1.0,55.95,,4.827415,11.590053,0.1
2026-01-28,2026-01-28,0.05,5,5,1.0,10.000046,0,,0.0,0,,threads,threads_feed,,,,,,
2026-01-28,2026-01-28,0.0,0,0,0.0,,0,,,0,,unknown,unknown,,,,,,
2026-01-29,2026-01-29,4.900233,313,128,2.445313,15.655698,35,0.140007,11.182109,38,12.140575,audience_network,an_classic,1.0,29.95,,6.111954,4.900233,0.02631578947368421
2026-01-29,2026-01-29,0.050002,5,4,1.25,10.000477,0,,0.0,0,,audience_network,rewarded_video,,,,,,
2026-01-29,2026-01-29,1.220058,45,45,1.0,27.112403,3,0.406686,6.666667,3,6.666667,facebook,facebook_notification,,,,,,
2026-01-29,2026-01-29,1.090052,83,80,1.0375,13.133156,1,1.090052,1.204819,0,,facebook,facebook_profile_feed,,,,,,
2026-01-29,2026-01-29,65.343114,2232,1849,1.207139,29.275589,50,1.306862,2.240143,44,1.971326,facebook,facebook_reels,1.0,47.92,,0.73336,65.343114,0.022727272727272728
2026-01-29,2026-01-29,2.820134,1174,816,1.438725,2.402159,2,1.410067,0.170358,2,0.170358,facebook,facebook_reels_overlay,1.0,69.98,,24.81442,2.820134,0.5
2026-01-29,2026-01-29,11.610553,174,164,1.060976,66.727317,7,1.65865,4.022989,7,4.022989,facebook,facebook_stories,,,,,,
2026-01-29,2026-01-29,1884.349787,90905,77525,1.172589,20.72878,1881,1.001781,2.069193,1385,1.523569,facebook,feed,40.0,1155.36,,0.613135,47.108744675000004,0.02888086642599278
2026-01-29,2026-01-29,5.010239,286,240,1.191667,17.518317,5,1.002048,1.748252,4,1.398601,facebook,instream_video,,,,,,
2026-01-29,2026-01-29,7.050336,591,434,1.361751,11.929502,3,2.350112,0.507614,3,0.507614,facebook,marketplace,,,,,,
2026-01-29,2026-01-29,2.810134,1559,429,3.634033,1.802523,0,,0.0,0,,facebook,right_hand_column,,,,,,
2026-01-29,2026-01-29,5.810277,518,486,1.065844,11.216751,8,0.726285,1.544402,8,1.544402,facebook,search,,,,,,
2026-01-29,2026-01-29,71.403402,1494,1305,1.144828,47.793442,40,1.785085,2.677376,42,2.811245,instagram,feed,1.0,23.96,,0.335558,71.403402,0.023809523809523808
2026-01-29,2026-01-29,0.0,1,1,1.0,0.0,0,,0.0,0,,instagram,instagram_explore_grid_home,,,,,,
